home_name,away_name,game_no,away_pitcher_record,away_pitcher_era,away_pitcher_ip,home_pitcher_record,home_pitcher_era,home_pitcher_ip,away_record,away_last_ten,away_venue_record,away_pitcher_type_record,home_record,home_last_ten,home_venue_record,home_pitcher_type_record,away_ops_vs_pitcher_type,home_ops_vs_pitcher_type,matchup_count,home_matchup_record
Toronto Blue Jays,Kansas City Royals,84,0.25,4.3,100.0,0.23,5.89,84.0,0.34,0.3,0.29,0.33,0.37,0.5,0.38,0.34,0.727,0.69,2,1.0
